"","1 Ano","3 Anos"
"2016-12-06",3.86,7.94
"2016-12-07",4.16,8.12
"2016-12-08",5.72,8.37
"2016-12-09",7.17,8.68
"2016-12-12",6.93,8.72
"2016-12-13",8.01,8.96
"2016-12-14",8.66,8.84
"2016-12-15",8.43,8.94
"2016-12-16",7.65,8.92
"2016-12-19",7.24,8.81
"2016-12-20",8.29,8.69
"2016-12-21",8.43,8.58
"2016-12-22",8.15,8.37
"2016-12-23",7.55,8.39
"2016-12-26",7.6,8.39
"2016-12-27",7.66,8.4
"2016-12-28",7.97,8.37
"2016-12-29",7.03,8.21
"2016-12-30",6.82,8.06
"2017-01-02",7.13,8.08
"2017-01-03",7.73,8.28
"2017-01-04",8.83,8.25
"2017-01-05",8.34,8.24
"2017-01-06",8.85,8.19
"2017-01-09",10.17,8.11
"2017-01-10",10.71,8.15
"2017-01-11",11.55,8.21
"2017-01-12",10.51,8.08
"2017-01-13",11.38,8.2
"2017-01-16",12.18,8.07
"2017-01-17",12.59,7.87
"2017-01-18",12.79,7.84
"2017-01-19",12.63,7.84
"2017-01-20",13.77,7.74
"2017-01-23",13.19,7.71
"2017-01-24",11.89,7.97
"2017-01-25",12.51,8.53
"2017-01-26",12.59,8.85
"2017-01-27",12.51,8.71
"2017-01-30",12.61,8.66
"2017-01-31",10.63,8.4
"2017-02-01",10.64,8.41
"2017-02-02",11.43,8.69
"2017-02-03",12.62,8.94
"2017-02-06",13.56,8.97
"2017-02-07",14.16,8.86
"2017-02-08",15.55,8.71
"2017-02-09",17.16,8.78
"2017-02-10",17.35,8.76
"2017-02-13",19.16,8.74
"2017-02-14",18.57,8.82
"2017-02-15",17.81,8.8
"2017-02-16",16.9,8.72
"2017-02-17",16.01,8.75
"2017-02-20",15.39,8.77
"2017-02-21",16.19,8.96
"2017-02-22",15.35,8.91
"2017-02-23",15.35,8.74
"2017-02-24",15.47,8.62
"2017-02-27",14.84,8.52
"2017-02-28",14.29,8.51
"2017-03-01",14.45,8.74
"2017-03-02",13.48,8.97
"2017-03-03",12.69,8.52
"2017-03-06",12.44,8.4
"2017-03-07",12.16,8.4
"2017-03-08",11.86,8.41
"2017-03-09",11.91,8.36
"2017-03-10",11.89,8.38
"2017-03-13",12.45,8.58
"2017-03-14",11.81,8.71
"2017-03-15",11.43,8.91
"2017-03-16",11.7,8.84
"2017-03-17",11.99,8.74
"2017-03-20",12.09,8.72
"2017-03-21",10.97,8.53
"2017-03-22",10.57,8.42
"2017-03-23",10.81,8.57
"2017-03-24",10.75,8.5
"2017-03-27",10.81,8.35
"2017-03-28",11.12,8.45
"2017-03-29",11.71,8.57
"2017-03-30",11.78,8.59
"2017-03-31",11.61,8.53
"2017-04-03",11.95,8.43
"2017-04-04",12.12,8.38
"2017-04-05",11.89,8.4
"2017-04-06",12.49,8.62
"2017-04-07",12.76,8.84
"2017-04-10",13.06,8.76
"2017-04-11",13.01,8.93
"2017-04-12",12.92,9.18
"2017-04-13",12.48,9.12
"2017-04-14",11.17,9.08
"2017-04-17",10.9,8.91
"2017-04-18",10.63,8.76
"2017-04-19",10.35,8.71
"2017-04-20",10.21,8.75
"2017-04-21",10.18,8.62
"2017-04-24",10.58,8.73
"2017-04-25",10.65,8.71
"2017-04-26",11.14,8.99
"2017-04-27",11.32,9.11
"2017-04-28",10.9,8.95
"2017-05-01",10.91,8.91
"2017-05-02",11.81,8.94
"2017-05-03",11.93,8.81
"2017-05-04",12.35,8.78
"2017-05-05",12.66,8.93
"2017-05-08",12.8,8.99
"2017-05-09",12.84,8.95
"2017-05-10",12.73,8.91
"2017-05-11",12.22,8.77
"2017-05-12",12.42,8.61
"2017-05-15",12.17,8.55
"2017-05-16",11.97,8.68
"2017-05-17",11.41,8.52
"2017-05-18",10.81,8.32
"2017-05-19",11.12,8.42
"2017-05-22",11.36,8.36
"2017-05-23",11.21,8.32
"2017-05-24",11.22,8.27
"2017-05-25",10.63,8.26
"2017-05-26",10.48,8.21
"2017-05-29",10.37,8.15
"2017-05-30",9.91,8.11
"2017-05-31",9.65,8.03
"2017-06-01",10.11,8.1
"2017-06-02",10.61,8.31
"2017-06-05",10.59,8.3
"2017-06-06",10.56,8.11
"2017-06-07",10.82,8.02
"2017-06-08",10.38,7.97
"2017-06-09",10.48,7.85
"2017-06-12",9.95,7.8
"2017-06-13",10.78,7.95
"2017-06-14",11.8,8.03
"2017-06-15",12.05,8.02
"2017-06-16",12.08,8.03
"2017-06-19",12.68,8.15
"2017-06-20",13.03,8.09
"2017-06-21",11.77,7.97
"2017-06-22",11.39,7.97
"2017-06-23",11.51,8.03
"2017-06-26",11.85,8.23
"2017-06-27",12.06,7.91
"2017-06-28",12.95,7.83
"2017-06-29",12,7.66
"2017-06-30",11,7.57
"2017-07-03",10.38,7.59
"2017-07-04",9.82,7.45
"2017-07-05",9.76,7.44
"2017-07-06",9.48,7.33
"2017-07-07",9.71,7.49
"2017-07-10",9.88,7.67
"2017-07-11",8.84,7.69
"2017-07-12",8.83,7.87
"2017-07-13",8.59,7.91
"2017-07-14",8.63,7.95
"2017-07-17",8.49,7.8
"2017-07-18",8.35,7.8
"2017-07-19",8.53,7.93
"2017-07-20",8.38,7.9
"2017-07-21",7.65,7.62
"2017-07-24",7.62,7.53
"2017-07-25",7.28,7.49
"2017-07-26",7.47,7.6
"2017-07-27",7.4,7.62
"2017-07-28",6.87,7.41
"2017-07-31",6.83,7.38
"2017-08-01",6.78,7.67
"2017-08-02",6.74,7.83
"2017-08-03",7.4,7.8
"2017-08-04",7.7,7.86
"2017-08-07",7.39,8.02
"2017-08-08",6.83,8.14
"2017-08-09",6.32,8.14
"2017-08-10",5.63,7.72
"2017-08-11",5.38,7.54
"2017-08-14",5.56,7.62
"2017-08-15",5.49,7.55
"2017-08-16",6.02,7.7
"2017-08-17",6.33,7.46
"2017-08-18",6.2,7.16
"2017-08-21",6,7.05
"2017-08-22",6.42,7.12
"2017-08-23",6.24,7.03
"2017-08-24",5.85,6.9
"2017-08-25",5.57,6.73
"2017-08-28",5.59,6.55
"2017-08-29",5.11,6.47
"2017-08-30",5.32,6.58
"2017-08-31",5.68,6.75
"2017-09-01",6.01,6.8
"2017-09-04",6,6.74
"2017-09-05",5.46,6.53
"2017-09-06",5.04,6.41
"2017-09-07",4.78,6.4
"2017-09-08",4.75,6.47
"2017-09-11",5.62,6.73
"2017-09-12",6.77,6.79
"2017-09-13",7.29,6.91
"2017-09-14",7.67,7
"2017-09-15",7.66,6.95
"2017-09-18",7.55,6.93
"2017-09-19",7.42,6.8
"2017-09-20",7.14,6.73
"2017-09-21",6.95,6.84
"2017-09-22",6.69,7.08
"2017-09-25",6.36,7.06
"2017-09-26",6.57,7.22
"2017-09-27",7.22,7.25
"2017-09-28",6.97,7.32
"2017-09-29",7.01,7.37
"2017-10-02",7.57,7.65
"2017-10-03",7.75,7.89
"2017-10-04",7.79,7.73
"2017-10-05",7.94,7.76
"2017-10-06",8.02,7.98
"2017-10-09",7.81,8.03
"2017-10-10",8.07,8.14
"2017-10-11",7.91,8.42
"2017-10-12",7.95,8.63
"2017-10-13",8.21,8.7
"2017-10-16",8.59,8.96
"2017-10-17",8.51,9.14
"2017-10-18",8.63,8.81
"2017-10-19",7.88,8.58
"2017-10-20",7.68,8.28
"2017-10-23",7.56,8.18
"2017-10-24",7.15,8.03
"2017-10-25",6.77,7.86
"2017-10-26",7.47,8.07
"2017-10-27",8.67,8.2
"2017-10-30",9.01,8.08
"2017-10-31",9.27,7.99
"2017-11-01",9.55,7.69
"2017-11-02",9.79,7.66
"2017-11-03",11.13,7.81
"2017-11-06",11.61,7.81
"2017-11-07",11.62,7.65
"2017-11-08",10.56,7.6
"2017-11-09",9.85,7.35
"2017-11-10",9.62,7.27
