"","1 Ano","3 Anos"
"2016-12-09",5.5,6.49
"2016-12-12",5.35,6.51
"2016-12-13",6,6.68
"2016-12-14",6.6,6.6
"2016-12-15",6.37,6.6
"2016-12-16",5.91,6.58
"2016-12-19",5.69,6.56
"2016-12-20",6.25,6.5
"2016-12-21",6.41,6.45
"2016-12-22",6.3,6.35
"2016-12-23",6.03,6.4
"2016-12-26",6.01,6.4
"2016-12-27",6.04,6.4
"2016-12-28",6.32,6.42
"2016-12-29",5.87,6.32
"2016-12-30",5.82,6.25
"2017-01-02",5.95,6.26
"2017-01-03",6.25,6.33
"2017-01-04",6.81,6.32
"2017-01-05",6.57,6.33
"2017-01-06",6.72,6.26
"2017-01-09",7.66,6.26
"2017-01-10",7.94,6.28
"2017-01-11",8.54,6.27
"2017-01-12",7.92,6.19
"2017-01-13",8.37,6.26
"2017-01-16",8.92,6.18
"2017-01-17",9.24,6.07
"2017-01-18",9.25,6.01
"2017-01-19",9.12,5.98
"2017-01-20",9.78,5.91
"2017-01-23",9.55,5.95
"2017-01-24",8.69,6.07
"2017-01-25",8.93,6.36
"2017-01-26",8.94,6.56
"2017-01-27",8.93,6.5
"2017-01-30",8.95,6.46
"2017-01-31",7.65,6.31
"2017-02-01",7.7,6.3
"2017-02-02",8.15,6.46
"2017-02-03",8.9,6.61
"2017-02-06",9.59,6.66
"2017-02-07",10.01,6.62
"2017-02-08",10.88,6.52
"2017-02-09",11.93,6.56
"2017-02-10",11.99,6.55
"2017-02-13",13.12,6.55
"2017-02-14",12.84,6.56
"2017-02-15",12.37,6.52
"2017-02-16",11.86,6.5
"2017-02-17",11.38,6.52
"2017-02-20",10.88,6.53
"2017-02-21",11.39,6.66
"2017-02-22",10.89,6.63
"2017-02-23",10.97,6.55
"2017-02-24",11.13,6.49
"2017-02-27",10.64,6.4
"2017-02-28",10.32,6.38
"2017-03-01",10.11,6.47
"2017-03-02",9.51,6.6
"2017-03-03",9.06,6.35
"2017-03-06",8.82,6.26
"2017-03-07",8.62,6.26
"2017-03-08",8.31,6.25
"2017-03-09",8.11,6.19
"2017-03-10",8.21,6.2
"2017-03-13",8.52,6.3
"2017-03-14",8,6.36
"2017-03-15",7.86,6.54
"2017-03-16",8.09,6.5
"2017-03-17",8.21,6.45
"2017-03-20",8.21,6.47
"2017-03-21",7.48,6.38
"2017-03-22",7.37,6.33
"2017-03-23",7.5,6.4
"2017-03-24",7.48,6.37
"2017-03-27",7.61,6.26
"2017-03-28",7.76,6.29
"2017-03-29",8.16,6.39
"2017-03-30",8.1,6.4
"2017-03-31",8,6.37
"2017-04-03",8.23,6.35
"2017-04-04",8.28,6.32
"2017-04-05",8.11,6.28
"2017-04-06",8.44,6.41
"2017-04-07",8.62,6.53
"2017-04-10",8.78,6.48
"2017-04-11",8.84,6.59
"2017-04-12",8.82,6.75
"2017-04-13",8.72,6.75
"2017-04-14",7.89,6.72
"2017-04-17",7.72,6.61
"2017-04-18",7.58,6.56
"2017-04-19",7.38,6.51
"2017-04-20",7.2,6.52
"2017-04-21",7.19,6.44
"2017-04-24",7.44,6.48
"2017-04-25",7.42,6.45
"2017-04-26",7.81,6.63
"2017-04-27",7.97,6.71
"2017-04-28",7.67,6.63
"2017-05-01",7.54,6.56
"2017-05-02",8.11,6.59
"2017-05-03",8.23,6.49
"2017-05-04",8.29,6.46
"2017-05-05",8.51,6.52
"2017-05-08",8.53,6.54
"2017-05-09",8.52,6.48
"2017-05-10",8.46,6.47
"2017-05-11",8.14,6.4
"2017-05-12",8.34,6.32
"2017-05-15",8.24,6.26
"2017-05-16",8.09,6.35
"2017-05-17",7.95,6.3
"2017-05-18",7.45,6.15
"2017-05-19",7.85,6.23
"2017-05-22",7.95,6.18
"2017-05-23",7.85,6.16
"2017-05-24",7.9,6.12
"2017-05-25",7.56,6.12
"2017-05-26",7.46,6.08
"2017-05-29",7.31,6.02
"2017-05-30",7.1,6.01
"2017-05-31",6.98,5.98
"2017-06-01",7.19,6.03
"2017-06-02",7.6,6.2
"2017-06-05",7.48,6.19
"2017-06-06",7.37,6.07
"2017-06-07",7.48,5.95
"2017-06-08",7.13,5.89
"2017-06-09",7.14,5.84
"2017-06-12",6.79,5.81
"2017-06-13",7.25,5.9
"2017-06-14",8.02,5.98
"2017-06-15",8.12,5.96
"2017-06-16",8.11,5.99
"2017-06-19",8.44,6.05
"2017-06-20",8.74,6.02
"2017-06-21",8.03,5.94
"2017-06-22",7.81,5.93
"2017-06-23",7.92,5.96
"2017-06-26",8.14,6.08
"2017-06-27",8.07,5.84
"2017-06-28",8.46,5.79
"2017-06-29",7.67,5.65
"2017-06-30",6.95,5.58
"2017-07-03",6.47,5.59
"2017-07-04",5.98,5.5
"2017-07-05",5.98,5.5
"2017-07-06",5.55,5.38
"2017-07-07",5.65,5.46
"2017-07-10",5.82,5.59
"2017-07-11",5.14,5.62
"2017-07-12",5.22,5.75
"2017-07-13",5.1,5.76
"2017-07-14",5.12,5.79
"2017-07-17",5.12,5.71
"2017-07-18",5.18,5.73
"2017-07-19",5.3,5.82
"2017-07-20",5.2,5.81
"2017-07-21",4.83,5.65
"2017-07-24",4.72,5.57
"2017-07-25",4.38,5.51
"2017-07-26",4.57,5.59
"2017-07-27",4.56,5.62
"2017-07-28",4.17,5.49
"2017-07-31",4.14,5.5
"2017-08-01",4.14,5.73
"2017-08-02",4.2,5.83
"2017-08-03",4.79,5.82
"2017-08-04",4.92,5.86
"2017-08-07",4.58,5.97
"2017-08-08",4.24,6.01
"2017-08-09",3.96,6.02
"2017-08-10",3.47,5.76
"2017-08-11",3.24,5.65
"2017-08-14",3.42,5.68
"2017-08-15",3.24,5.58
"2017-08-16",3.69,5.66
"2017-08-17",3.97,5.53
"2017-08-18",3.85,5.34
"2017-08-21",3.71,5.29
"2017-08-22",3.98,5.32
"2017-08-23",3.85,5.27
"2017-08-24",3.58,5.16
"2017-08-25",3.48,5.05
"2017-08-28",3.51,4.92
"2017-08-29",3.31,4.88
"2017-08-30",3.37,4.95
"2017-08-31",3.61,5.06
"2017-09-01",3.77,5.1
"2017-09-04",3.8,5.06
"2017-09-05",3.65,4.98
"2017-09-06",3.34,4.87
"2017-09-07",3.13,4.9
"2017-09-08",3.05,4.96
"2017-09-11",3.64,5.11
"2017-09-12",4.42,5.11
"2017-09-13",4.75,5.24
"2017-09-14",5.07,5.3
"2017-09-15",5.06,5.26
"2017-09-18",4.96,5.22
"2017-09-19",4.85,5.15
"2017-09-20",4.65,5.06
"2017-09-21",4.46,5.13
"2017-09-22",4.33,5.28
"2017-09-25",4.05,5.3
"2017-09-26",4.1,5.37
"2017-09-27",4.34,5.37
"2017-09-28",4.16,5.45
"2017-09-29",4.19,5.47
"2017-10-02",4.51,5.59
"2017-10-03",4.7,5.77
"2017-10-04",4.72,5.64
"2017-10-05",4.87,5.61
"2017-10-06",4.97,5.72
"2017-10-09",4.9,5.75
"2017-10-10",5.08,5.82
"2017-10-11",5.04,5.98
"2017-10-12",5.08,6.1
"2017-10-13",5.34,6.16
"2017-10-16",5.51,6.31
"2017-10-17",5.55,6.48
"2017-10-18",5.51,6.25
"2017-10-19",5.06,6.13
"2017-10-20",4.82,5.91
"2017-10-23",4.76,5.87
"2017-10-24",4.43,5.76
"2017-10-25",4.16,5.64
"2017-10-26",4.56,5.76
"2017-10-27",5.43,5.86
"2017-10-30",5.83,5.82
"2017-10-31",6.06,5.77
"2017-11-01",6.2,5.57
"2017-11-02",6.44,5.57
"2017-11-03",7.17,5.67
"2017-11-06",7.55,5.69
"2017-11-07",7.52,5.6
"2017-11-08",6.84,5.54
"2017-11-09",6.39,5.37
"2017-11-10",6.43,5.28
