"","1 Ano","3 Anos"
"2016-12-06",3.57,9.35
"2016-12-07",3.98,9.48
"2016-12-08",6.08,9.89
"2016-12-09",7.83,10.29
"2016-12-12",7.34,10.32
"2016-12-13",8.98,10.6
"2016-12-14",9.54,10.45
"2016-12-15",9.09,10.61
"2016-12-16",8.02,10.61
"2016-12-19",7.84,10.43
"2016-12-20",9.18,10.29
"2016-12-21",9.15,10.07
"2016-12-22",8.71,9.8
"2016-12-23",7.84,9.82
"2016-12-26",7.94,9.81
"2016-12-27",8.04,9.83
"2016-12-28",8.3,9.75
"2016-12-29",7.01,9.58
"2016-12-30",6.94,9.37
"2017-01-02",7.43,9.42
"2017-01-03",8.2,9.72
"2017-01-04",9.61,9.62
"2017-01-05",8.71,9.61
"2017-01-06",9.66,9.59
"2017-01-09",11.21,9.47
"2017-01-10",12.13,9.59
"2017-01-11",13.02,9.65
"2017-01-12",11.54,9.52
"2017-01-13",13.16,9.69
"2017-01-16",13.67,9.5
"2017-01-17",14.39,9.25
"2017-01-18",14.6,9.28
"2017-01-19",14.51,9.28
"2017-01-20",15.68,9.13
"2017-01-23",14.57,9.04
"2017-01-24",13.24,9.46
"2017-01-25",14.3,10.21
"2017-01-26",14.12,10.57
"2017-01-27",14.07,10.33
"2017-01-30",14.17,10.32
"2017-01-31",11.42,9.92
"2017-02-01",11.7,9.99
"2017-02-02",12.83,10.45
"2017-02-03",14.31,10.69
"2017-02-06",15.28,10.72
"2017-02-07",16.23,10.54
"2017-02-08",17.86,10.32
"2017-02-09",19.78,10.48
"2017-02-10",19.94,10.39
"2017-02-13",22.06,10.38
"2017-02-14",21.07,10.49
"2017-02-15",20.4,10.46
"2017-02-16",18.89,10.32
"2017-02-17",17.78,10.39
"2017-02-20",17.34,10.44
"2017-02-21",18.33,10.7
"2017-02-22",17.05,10.61
"2017-02-23",17.19,10.35
"2017-02-24",17.32,10.26
"2017-02-27",16.52,10.11
"2017-02-28",15.73,10.12
"2017-03-01",16.42,10.47
"2017-03-02",14.83,10.73
"2017-03-03",14.05,10.13
"2017-03-06",13.85,10
"2017-03-07",13.57,10.05
"2017-03-08",13.4,10.1
"2017-03-09",13.76,10.07
"2017-03-10",13.47,10.12
"2017-03-13",14.54,10.39
"2017-03-14",13.56,10.59
"2017-03-15",13.33,10.81
"2017-03-16",13.65,10.68
"2017-03-17",14.01,10.54
"2017-03-20",13.94,10.53
"2017-03-21",12.56,10.2
"2017-03-22",12.33,10.18
"2017-03-23",12.64,10.41
"2017-03-24",12.55,10.23
"2017-03-27",12.48,10.09
"2017-03-28",12.95,10.23
"2017-03-29",13.6,10.33
"2017-03-30",13.66,10.34
"2017-03-31",13.45,10.28
"2017-04-03",13.84,10.09
"2017-04-04",14.1,10.06
"2017-04-05",13.88,10.13
"2017-04-06",14.72,10.48
"2017-04-07",14.86,10.65
"2017-04-10",15.37,10.53
"2017-04-11",15.18,10.84
"2017-04-12",15.2,11.12
"2017-04-13",14.44,10.96
"2017-04-14",12.75,10.94
"2017-04-17",12.61,10.7
"2017-04-18",12.49,10.53
"2017-04-19",12.17,10.5
"2017-04-20",12.03,10.58
"2017-04-21",11.71,10.32
"2017-04-24",12.35,10.51
"2017-04-25",12.49,10.52
"2017-04-26",13.19,10.9
"2017-04-27",13.42,11.01
"2017-04-28",12.86,10.75
"2017-05-01",12.95,10.73
"2017-05-02",14.19,10.77
"2017-05-03",14.17,10.62
"2017-05-04",14.75,10.6
"2017-05-05",15.16,10.83
"2017-05-08",15.25,10.87
"2017-05-09",15.21,10.82
"2017-05-10",15.12,10.79
"2017-05-11",14.32,10.54
"2017-05-12",14.63,10.36
"2017-05-15",14.39,10.35
"2017-05-16",14.05,10.49
"2017-05-17",13.04,10.12
"2017-05-18",12.8,9.95
"2017-05-19",12.99,10.11
"2017-05-22",13.38,9.97
"2017-05-23",13.08,9.92
"2017-05-24",13.06,9.84
"2017-05-25",12.16,9.85
"2017-05-26",12.27,9.85
"2017-05-29",12.22,9.81
"2017-05-30",11.52,9.74
"2017-05-31",11.33,9.64
"2017-06-01",12.1,9.77
"2017-06-02",12.5,9.94
"2017-06-05",12.34,9.91
"2017-06-06",12.67,9.65
"2017-06-07",12.69,9.59
"2017-06-08",12.29,9.55
"2017-06-09",12.4,9.39
"2017-06-12",11.71,9.3
"2017-06-13",12.9,9.51
"2017-06-14",13.78,9.51
"2017-06-15",14.14,9.55
"2017-06-16",14.2,9.54
"2017-06-19",14.96,9.76
"2017-06-20",15.3,9.62
"2017-06-21",13.76,9.5
"2017-06-22",13.24,9.51
"2017-06-23",13.42,9.6
"2017-06-26",13.72,9.78
"2017-06-27",13.83,9.39
"2017-06-28",15.23,9.31
"2017-06-29",13.45,9.03
"2017-06-30",12.29,8.9
"2017-07-03",11.53,8.96
"2017-07-04",10.96,8.72
"2017-07-05",10.99,8.73
"2017-07-06",10.63,8.6
"2017-07-07",10.81,8.86
"2017-07-10",10.99,8.98
"2017-07-11",9.52,8.99
"2017-07-12",9.75,9.26
"2017-07-13",9.47,9.24
"2017-07-14",9.62,9.3
"2017-07-17",9.38,9.09
"2017-07-18",8.94,9.1
"2017-07-19",9.44,9.25
"2017-07-20",9.03,9.18
"2017-07-21",8.11,8.8
"2017-07-24",8.26,8.76
"2017-07-25",7.86,8.71
"2017-07-26",8,8.86
"2017-07-27",7.83,8.89
"2017-07-28",7.34,8.59
"2017-07-31",7.15,8.52
"2017-08-01",7.1,8.93
"2017-08-02",6.98,9.06
"2017-08-03",7.72,8.99
"2017-08-04",8.16,9.13
"2017-08-07",7.92,9.28
"2017-08-08",7.16,9.47
"2017-08-09",6.75,9.4
"2017-08-10",5.81,8.83
"2017-08-11",5.73,8.7
"2017-08-14",5.95,8.84
"2017-08-15",6.03,8.77
"2017-08-16",6.57,8.97
"2017-08-17",6.71,8.56
"2017-08-18",6.67,8.25
"2017-08-21",6.34,8.11
"2017-08-22",7,8.25
"2017-08-23",6.73,8.09
"2017-08-24",6.32,7.96
"2017-08-25",6.03,7.74
"2017-08-28",5.92,7.53
"2017-08-29",5.23,7.46
"2017-08-30",5.66,7.6
"2017-08-31",6.06,7.79
"2017-09-01",6.61,7.85
"2017-09-04",6.59,7.78
"2017-09-05",5.53,7.38
"2017-09-06",5.32,7.31
"2017-09-07",4.96,7.27
"2017-09-08",4.98,7.4
"2017-09-11",6.17,7.72
"2017-09-12",7.67,7.77
"2017-09-13",7.89,7.94
"2017-09-14",8.55,8
"2017-09-15",8.44,7.9
"2017-09-18",8.12,7.89
"2017-09-19",7.97,7.68
"2017-09-20",7.68,7.68
"2017-09-21",7.4,7.82
"2017-09-22",7.07,8.1
"2017-09-25",6.58,7.98
"2017-09-26",7.12,8.29
"2017-09-27",8.12,8.29
"2017-09-28",7.59,8.35
"2017-09-29",7.66,8.41
"2017-10-02",8.48,8.81
"2017-10-03",8.45,9.1
"2017-10-04",8.59,8.82
"2017-10-05",8.87,8.99
"2017-10-06",8.8,9.3
"2017-10-09",8.59,9.27
"2017-10-10",9.06,9.47
"2017-10-11",8.67,9.77
"2017-10-12",8.93,10.08
"2017-10-13",9.09,10.09
"2017-10-16",9.63,10.52
"2017-10-17",9.29,10.6
"2017-10-18",9.53,10.2
"2017-10-19",8.57,9.94
"2017-10-20",8.48,9.53
"2017-10-23",8.24,9.42
"2017-10-24",7.85,9.2
"2017-10-25",7.26,9.01
"2017-10-26",8.52,9.35
"2017-10-27",9.89,9.46
"2017-10-30",10.05,9.26
"2017-10-31",10.37,9.12
"2017-11-01",10.78,8.77
"2017-11-02",10.83,8.7
"2017-11-03",12.72,8.96
"2017-11-06",13.23,8.89
"2017-11-07",13.1,8.64
"2017-11-08",11.82,8.7
"2017-11-09",10.89,8.33
"2017-11-10",10.29,8.29
