"","1 Ano","3 Anos","5 Anos","10 Anos"
"857",24.7,-1.06,NA,NA
"858",23.63,-1.06,NA,NA
"859",25.07,-0.36,NA,NA
"860",24.24,-0.33,NA,NA
"861",24.31,-0.25,NA,NA
"862",24.51,-0.42,NA,NA
"863",23.02,-0.28,NA,NA
"864",22.48,0.39,NA,NA
"865",22.28,-0.28,NA,NA
"866",22.02,-0.27,NA,NA
"867",21.15,-0.4,NA,NA
"868",21.26,0.38,NA,NA
"869",21.28,0.24,NA,NA
"870",23.56,0.26,NA,NA
"871",23.29,0.24,NA,NA
"872",22.42,-0.36,NA,NA
"873",21.56,-0.35,NA,NA
"874",20.4,-0.34,NA,NA
"875",18.88,-0.72,NA,NA
"876",18.77,-0.24,NA,NA
"877",17.97,-0.47,NA,NA
"878",19.28,-0.45,NA,NA
"879",19.69,-0.74,NA,NA
"880",19.46,-0.93,NA,NA
"881",22.59,-0.59,NA,NA
"882",23.58,0.01,NA,NA
"883",23.76,0.1,NA,NA
"884",23.05,0.59,NA,NA
"885",22.92,0.96,NA,NA
"886",23.14,0.73,NA,NA
"887",23.24,0.95,NA,NA
"888",22.5,0.9,NA,NA
"889",22.47,1.02,NA,NA
"890",22.26,1.2,NA,NA
"891",21.74,0.86,NA,NA
"892",19.92,0.17,NA,NA
"893",20.66,0.72,NA,NA
"894",21.57,0.92,NA,NA
"895",21.49,0.79,NA,NA
"896",19.56,0.42,NA,NA
"897",19.68,0.26,NA,NA
"898",21.58,0.25,NA,NA
"899",21.99,0.4,NA,NA
"900",20.38,0.34,NA,NA
"901",19.99,0.16,NA,NA
"902",20.4,-0.14,NA,NA
"903",20.8,-0.37,NA,NA
"904",22.12,-0.41,NA,NA
"905",22.09,-0.44,NA,NA
"906",20.81,-0.57,NA,NA
"907",20.41,-0.62,NA,NA
"908",19.54,-0.57,NA,NA
"909",20.07,-0.3,NA,NA
"910",20.07,-0.32,NA,NA
"911",21.02,0.12,NA,NA
"912",19.84,0.07,NA,NA
"913",20.1,0.07,NA,NA
"914",20.58,0.28,NA,NA
"915",19.73,0.51,NA,NA
"916",19.38,0.46,NA,NA
"917",20.45,0.36,NA,NA
"918",21.51,0.65,NA,NA
"919",22.62,0.78,NA,NA
"920",23.16,0.79,NA,NA
"921",22.92,0.5,NA,NA
"922",24.4,0.6,NA,NA
"923",23.9,0.45,NA,NA
"924",24.8,0.56,NA,NA
"925",24.9,0.98,NA,NA
"926",25.14,1.12,NA,NA
"927",24.74,1.12,NA,NA
"928",25.32,1.7,NA,NA
"929",26.17,2.35,NA,NA
"930",26.61,2.74,NA,NA
"931",25.37,2.63,NA,NA
"932",26.19,2.86,NA,NA
"933",25.81,2.82,NA,NA
"934",24.77,2.73,NA,NA
"935",25.18,3.14,NA,NA
"936",22.49,3.27,NA,NA
"937",22.47,3.37,NA,NA
"938",24.74,4.37,NA,NA
"939",25.39,4.31,NA,NA
"940",26.43,4.26,NA,NA
"941",25.42,4.28,NA,NA
"942",27.34,4.73,NA,NA
"943",27.57,4.15,NA,NA
"944",29.16,4.29,NA,NA
"945",29.79,3.94,NA,NA
"946",30.31,4,NA,NA
"947",30.29,4.73,NA,NA
"948",30.08,4.5,NA,NA
"949",29.55,4.19,NA,NA
"950",29,4.36,NA,NA
"951",29.02,4.45,NA,NA
"952",29.65,4.66,NA,NA
"953",30.45,4.74,NA,NA
"954",30.06,5.02,NA,NA
"955",28.08,4.73,NA,NA
"956",27.87,5.25,NA,NA
"957",27.53,5.28,NA,NA
"958",28.06,5.49,NA,NA
"959",28.5,5.55,NA,NA
"960",28.79,5.3,NA,NA
"961",28.62,5.45,NA,NA
"962",28.2,5.58,NA,NA
"963",28.62,5.67,NA,NA
"964",28.47,5.82,NA,NA
"965",28.47,5.98,NA,NA
"966",28.47,5.84,NA,NA
"967",27.67,5.78,NA,NA
"968",26.47,5.94,NA,NA
"969",26.02,5.84,NA,NA
"970",26.56,6.64,NA,NA
"971",26.47,6.99,NA,NA
"972",27.26,7.39,NA,NA
"973",27.39,7.73,NA,NA
"974",27.08,7.98,NA,NA
"975",26.26,8.27,NA,NA
"976",27.98,8.48,NA,NA
"977",28.27,9.11,NA,NA
"978",25.58,8.56,NA,NA
"979",24.94,8.9,NA,NA
"980",24.82,9.05,NA,NA
"981",24.68,9.63,NA,NA
"982",23.92,9.98,NA,NA
"983",22.65,9.58,NA,NA
"984",22.33,8.8,NA,NA
"985",22.66,8.29,NA,NA
"986",23.09,8.52,NA,NA
"987",22.92,8.11,NA,NA
"988",23.98,8.6,NA,NA
"989",23.82,8.24,NA,NA
"990",23.16,7.58,NA,NA
"991",22.14,7.37,NA,NA
"992",22.1,8.04,NA,NA
"993",22.3,8.26,NA,NA
"994",24.71,8.56,NA,NA
"995",25.91,8.76,NA,NA
"996",27.42,9.12,NA,NA
"997",26.73,8.65,NA,NA
"998",25.95,8.38,NA,NA
"999",24.75,8.5,NA,NA
"1000",25.46,8.9,NA,NA
"1001",26.46,8.93,NA,NA
"1002",25.92,8.82,NA,NA
"1003",24.57,9.03,NA,NA
"1004",24.37,9.21,NA,NA
"1005",23.36,9.25,NA,NA
"1006",23.09,8.75,NA,NA
"1007",22.06,8.01,NA,NA
"1008",20.53,7.75,NA,NA
"1009",20.06,7.86,NA,NA
"1010",21.85,8.7,NA,NA
"1011",20.26,9.17,NA,NA
"1012",19.34,9.22,NA,NA
"1013",19.11,8.86,NA,NA
"1014",18.94,9.45,NA,NA
"1015",17.56,9.53,NA,NA
"1016",16.6,9.78,NA,NA
"1017",17.06,9.7,NA,NA
"1018",17.16,9.69,NA,NA
"1019",16.18,9.55,NA,NA
"1020",15.6,9.74,NA,NA
"1021",13.08,9.89,NA,NA
"1022",11.21,8.65,NA,NA
"1023",10.28,8.62,NA,NA
"1024",9.95,8.44,NA,NA
"1025",9.95,8.28,NA,NA
"1026",10.84,8.44,NA,NA
"1027",9.99,8.26,NA,NA
"1028",9.88,8.69,NA,NA
"1029",10.17,8.81,NA,NA
"1030",11.36,9.14,NA,NA
"1031",11.08,9.13,NA,NA
"1032",11.1,8.49,NA,NA
"1033",12.85,8.69,NA,NA
"1034",11.56,8.6,NA,NA
"1035",12.05,8.84,NA,NA
"1036",11.76,8.67,NA,NA
"1037",10.67,8.88,NA,NA
"1038",9.8,9.02,NA,NA
"1039",10.01,8.84,NA,NA
"1040",9.35,8.96,NA,NA
"1041",9.58,9.04,NA,NA
"1042",8.58,8.63,NA,NA
"1043",8.54,8.61,NA,NA
"1044",8.06,8.68,NA,NA
"1045",9.3,8.42,NA,NA
"1046",9.81,8.66,NA,NA
"1047",8.49,9.01,NA,NA
"1048",8.34,8.9,NA,NA
"1049",8.16,8.78,NA,NA
"1050",7.82,8.61,NA,NA
"1051",6.86,8.4,NA,NA
"1052",8.68,8.6,NA,NA
"1053",9.35,8.46,NA,NA
"1054",8.46,8.41,NA,NA
"1055",9.63,8.02,NA,NA
"1056",9.53,8.14,NA,NA
"1057",9.15,7.91,NA,NA
"1058",8.56,7.32,NA,NA
"1059",10.23,7.64,NA,NA
"1060",14.05,8.08,NA,NA
"1061",11.96,8.41,NA,NA
"1062",11.44,8.44,NA,NA
"1063",10.08,8.39,NA,NA
"1064",9.7,8.27,NA,NA
"1065",10.47,8.32,NA,NA
"1066",9.55,7.76,NA,NA
"1067",9.53,8.11,NA,NA
"1068",11.43,8.64,NA,NA
"1069",14.53,8.63,NA,NA
"1070",16.14,9.12,NA,NA
"1071",14.69,8.92,NA,NA
"1072",15.11,8.75,NA,NA
"1073",13.98,8.56,NA,NA
"1074",12.63,8.47,NA,NA
"1075",12.61,8.36,NA,NA
"1076",12.42,8.49,NA,NA
"1077",13.36,8.33,NA,NA
"1078",11.48,8.06,NA,NA
"1079",9.41,7.71,NA,NA
"1080",8.8,7.88,NA,NA
"1081",9.28,7.76,NA,NA
"1082",9.65,7.58,NA,NA
"1083",8.74,7.83,NA,NA
"1084",8.44,7.92,NA,NA
"1085",7.79,7.64,NA,NA
"1086",7.71,7.68,NA,NA
"1087",7.34,7.75,NA,NA
"1088",7.46,8.05,NA,NA
"1089",7.6,8.16,NA,NA
"1090",6.85,8.5,NA,NA
"1091",6.73,8.52,NA,NA
"1092",7.81,9.14,NA,NA
"1093",8.01,8.78,NA,NA
"1094",9.52,9.49,NA,NA
"1095",10.1,9.95,NA,NA
"1096",9.19,9.7,NA,NA
"1097",11.16,10.17,NA,NA
"1098",12.91,10.91,NA,NA
"1099",15.91,10.98,NA,NA
"1100",17.57,11.31,NA,NA
"1101",17.56,11.23,NA,NA
"1102",17.98,11.43,NA,NA
"1103",17.56,11.77,NA,NA
"1104",17.15,12.29,NA,NA
"1105",16.59,12.88,NA,NA
"1106",16.21,12.81,NA,NA
"1107",14.98,13.02,NA,NA
"1108",14.66,12.34,NA,NA
"1109",15.6,12.04,NA,NA
"1110",17.53,12.03,NA,NA
"1111",17.46,11.77,NA,NA
"1112",16.93,11.6,NA,NA
"1113",16.16,11.24,NA,NA
"1114",14.78,11.4,NA,NA
"1115",14.27,11.72,NA,NA
"1116",13.92,12.01,NA,NA
"1117",13.55,11.29,NA,NA
"1118",13.72,10.72,NA,NA
"1119",14.1,10.93,NA,NA
"1120",12.78,10.83,NA,NA
"1121",12.41,11.24,NA,NA
"1122",11.19,10,NA,NA
"1123",9.21,9.27,NA,NA
"1124",6.97,8.67,NA,NA
"1125",6.06,7.16,NA,NA
"1126",1.28,5.56,NA,NA
"1127",2.6,5.95,NA,NA
"1128",2.37,5.82,NA,NA
"1129",4.18,6.17,NA,NA
"1130",5.52,6.5,NA,NA
"1131",5.12,6.38,NA,NA
"1132",4.5,6.93,NA,NA
"1133",4.25,6.92,NA,NA
"1134",2.68,6.45,NA,NA
"1135",0.83,5.49,NA,NA
"1136",0.52,5.53,NA,NA
"1137",2.79,5.83,NA,NA
"1138",3.11,5.99,NA,NA
"1139",3,5.55,NA,NA
"1140",2.66,5.63,NA,NA
"1141",2.96,5.78,NA,NA
"1142",5.06,6.11,NA,NA
"1143",4.9,6.81,NA,NA
"1144",4.86,7.25,NA,NA
"1145",3.02,6.89,NA,NA
"1146",1.8,5.93,NA,NA
"1147",0.91,6.02,NA,NA
"1148",2.53,6.45,NA,NA
"1149",2.2,6.46,NA,NA
"1150",1.62,6.49,NA,NA
"1151",0.68,6.8,NA,NA
"1152",1.33,7.14,NA,NA
"1153",2.01,8.02,NA,NA
"1154",2.91,8.29,NA,NA
"1155",3.7,7.82,NA,NA
"1156",2.39,8.69,NA,NA
"1157",2.57,9,NA,NA
"1158",2.81,8.67,NA,NA
"1159",0.4,7.58,NA,NA
"1160",-0.14,7.83,NA,NA
"1161",0.6,8.89,NA,NA
"1162",2.25,8.72,NA,NA
"1163",1.4,8.45,NA,NA
"1164",1.54,8.84,NA,NA
"1165",1.95,8.94,NA,NA
"1166",0.96,9.53,NA,NA
"1167",-0.21,10.05,NA,NA
"1168",0.93,11.8,NA,NA
"1169",1.95,13.16,NA,NA
"1170",1.55,14.57,NA,NA
"1171",1.79,12.9,NA,NA
"1172",2.12,12.61,NA,NA
"1173",2.14,14.25,NA,NA
"1174",2.78,14.85,NA,NA
"1175",2.61,14.35,NA,NA
"1176",2.18,13.27,NA,NA
"1177",2.73,13.44,NA,NA
"1178",2.79,14.17,NA,NA
"1179",2.43,14.62,NA,NA
"1180",2.51,15.58,NA,NA
"1181",3.48,16.45,NA,NA
"1182",2.23,15.56,NA,NA
"1183",3.35,14.98,NA,NA
"1184",4.45,14.65,NA,NA
"1185",4.32,13.73,NA,NA
"1186",3.93,13.42,NA,NA
"1187",3.58,13.04,NA,NA
"1188",3.39,13.4,NA,NA
"1189",4.45,14.4,NA,NA
"1190",3.77,14.25,NA,NA
"1191",2.44,14.25,NA,NA
"1192",2.25,14.86,NA,NA
"1193",1.88,15.52,NA,NA
"1194",0.94,15.27,NA,NA
"1195",1.16,15.82,NA,NA
"1196",2.45,16.34,NA,NA
"1197",2.28,16.59,NA,NA
"1198",2.96,17.36,NA,NA
"1199",1.82,18.02,NA,NA
"1200",0.07,17.96,NA,NA
"1201",-1.32,16.27,NA,NA
"1202",-2.15,16.1,NA,NA
"1203",-2.65,15.21,NA,NA
"1204",-4.01,14.85,NA,NA
"1205",-4.19,14.09,NA,NA
"1206",-2.85,16.22,NA,NA
"1207",-2.37,16.19,NA,NA
"1208",-0.5,16.49,NA,NA
"1209",-1.89,16.68,NA,NA
"1210",-1.65,17.07,NA,NA
"1211",-0.88,16.55,NA,NA
"1212",-1.57,16.64,NA,NA
"1213",-1.64,16.55,NA,NA
"1214",-2.28,17.07,NA,NA
"1215",-2.24,17.66,NA,NA
"1216",-2.58,18.14,NA,NA
"1217",-1.55,17.76,NA,NA
"1218",-2.37,18.1,NA,NA
"1219",-2.21,18.02,NA,NA
"1220",-2.87,17.49,NA,NA
"1221",-3.78,17.7,NA,NA
"1222",-2.95,18.22,NA,NA
"1223",-2.94,18.38,NA,NA
"1224",-3,18.5,NA,NA
"1225",-2.29,18.85,NA,NA
"1226",-2.31,19.1,NA,NA
"1227",-2.25,18.37,NA,NA
"1228",-2.19,17.54,NA,NA
"1229",-1.6,17.71,NA,NA
"1230",-0.84,17.27,NA,NA
"1231",-0.22,16.59,NA,NA
"1232",-0.14,16.12,NA,NA
"1233",-0.41,16.97,NA,NA
"1234",-0.78,17.41,NA,NA
"1235",-0.59,17.58,NA,NA
"1236",-0.51,17.93,NA,NA
"1237",-0.42,17.81,NA,NA
"1238",-0.37,19.02,NA,NA
"1239",0.01,19.06,NA,NA
"1240",0.8,18.62,NA,NA
"1241",1.23,18.73,NA,NA
"1242",1.33,19.25,NA,NA
"1243",1.66,19.21,NA,NA
"1244",1.51,19.65,NA,NA
"1245",2.8,19.53,NA,NA
"1246",3.52,19.64,NA,NA
"1247",4.14,19.29,NA,NA
"1248",4.09,18.58,NA,NA
"1249",4.79,18.98,NA,NA
"1250",3.68,18.93,NA,NA
"1251",4.1,19.42,NA,NA
"1252",4.12,19.36,NA,NA
"1253",5.16,18.96,NA,NA
"1254",5.18,19.16,NA,NA
"1255",5.13,18.59,NA,NA
"1256",5.53,19.47,NA,NA
"1257",4.99,20.29,NA,NA
"1258",3.57,19.85,NA,NA
"1259",4.07,19.78,NA,NA
"1260",4.24,19.86,NA,NA
"1261",4.21,19.98,NA,NA
"1262",3.91,20.4,NA,NA
"1263",3.27,20.58,NA,NA
"1264",4.14,21.13,NA,NA
"1265",4.26,21.82,NA,NA
"1266",3.95,22.39,NA,NA
"1267",4.11,22.43,NA,NA
"1268",4.24,22.25,NA,NA
"1269",5.26,22.4,NA,NA
"1270",6.81,22.52,NA,NA
"1271",6.89,23.32,NA,NA
"1272",5.62,23.91,NA,NA
"1273",4.9,23.36,NA,NA
"1274",5.36,24.27,NA,NA
"1275",6.8,24.86,NA,NA
"1276",6.4,25.31,NA,NA
"1277",6.44,24.25,NA,NA
"1278",6.07,23.79,NA,NA
"1279",5.73,23.52,NA,NA
"1280",6.25,23.53,NA,NA
"1281",8.39,23.78,NA,NA
"1282",8.71,23.41,NA,NA
"1283",11.95,23.77,NA,NA
"1284",13.83,24.81,NA,NA
"1285",14.09,24.85,NA,NA
"1286",13.45,23.72,NA,NA
"1287",13.43,23.56,NA,NA
"1288",11.41,22.95,NA,NA
"1289",11.91,22.5,NA,NA
"1290",10.98,22.44,NA,NA
"1291",10.23,22.91,NA,NA
"1292",10.24,22.94,NA,NA
"1293",10.4,22.35,NA,NA
"1294",9.51,21.27,NA,NA
"1295",8.4,21.14,NA,NA
"1296",9.32,21.35,NA,NA
"1297",9.53,21.81,NA,NA
"1298",9.23,21.4,NA,NA
"1299",8.76,20.3,NA,NA
"1300",9.64,20.31,NA,NA
"1301",9.4,20.43,NA,NA
"1302",9.75,20.4,NA,NA
"1303",8.22,19.39,NA,NA
"1304",9.36,19.06,NA,NA
"1305",9.59,18.77,NA,NA
"1306",9.31,19.48,2.73,NA
"1307",8.83,19.38,2.9,NA
"1308",9.49,19.39,2.95,NA
"1309",9.59,19.55,2.87,NA
"1310",8.86,19.23,2.89,NA
"1311",8.37,18.99,2.91,NA
"1312",7.22,18.75,2.75,NA
"1313",7.38,18.48,2.57,NA
"1314",7.76,18.39,2.64,NA
"1315",7.95,18.65,2.61,NA
"1316",8.54,18.53,2.72,NA
"1317",8.28,17.95,2.72,NA
"1318",8.44,17.75,2.74,NA
"1319",9.66,18.22,2.95,NA
"1320",10.13,17.78,2.81,NA
"1321",8.08,17.95,2.65,NA
"1322",7.22,18.1,2.71,NA
"1323",5.8,18.51,2.56,NA
"1324",5.53,18.35,2.57,NA
"1325",5.52,18.33,2.51,NA
"1326",5.73,17.67,2.43,NA
"1327",5.2,17.28,2.31,NA
"1328",5.98,17.38,2.28,NA
"1329",5.74,17.49,2.25,NA
"1330",5.2,17.86,2.2,NA
"1331",3.36,17.27,1.89,NA
"1332",3.2,16.85,1.88,NA
"1333",4.75,17.06,1.98,NA
"1334",5.04,17.32,1.85,NA
"1335",5.42,17.64,1.88,NA
"1336",5.3,17.3,1.99,NA
"1337",5.42,16.8,2.09,NA
"1338",6.46,17.21,2.48,NA
"1339",5.7,17.14,2.58,NA
"1340",6.7,16.82,2.55,NA
"1341",5.44,16.13,2.06,NA
"1342",6.68,15.98,2.05,NA
"1343",7.53,15.94,2.07,NA
"1344",8.94,16.43,2.14,NA
"1345",9.27,16.37,2.01,NA
"1346",9.3,16.83,2.2,NA
"1347",9.02,17.03,2.19,NA
"1348",9.48,17.28,2.27,NA
"1349",8.69,17.22,2.2,NA
"1350",8.48,16.95,2.31,NA
"1351",8.97,17.62,2.48,NA
"1352",10.28,18.05,2.68,NA
"1353",10.64,17.99,2.76,NA
"1354",9.6,17.48,2.59,NA
"1355",9.62,17.38,2.54,NA
"1356",9.78,17.16,2.57,NA
"1357",8.73,17.14,2.37,NA
"1358",9.65,16.94,2.41,NA
"1359",10.17,17.73,2.54,NA
"1360",9.38,17.69,2.49,NA
"1361",9.58,17.99,2.56,NA
"1362",10.04,18.63,2.98,NA
"1363",10.77,19.11,3.22,NA
"1364",10.32,19.28,3.1,NA
"1365",10.5,19.62,3.24,NA
"1366",9.92,19.26,3.23,NA
"1367",9.15,18.71,3.13,NA
"1368",9.38,18.29,3.23,NA
"1369",9.22,17.94,3.3,NA
"1370",9.61,17.95,3.18,NA
"1371",10.79,18.09,3.48,NA
"1372",10.64,17.9,3.41,NA
"1373",11.18,17.62,3.61,NA
"1374",11.6,17.4,3.76,NA
"1375",12.08,17.5,4.3,NA
"1376",12.01,17.29,4.39,NA
"1377",10.01,16.86,4.18,NA
"1378",9.71,16.47,3.96,NA
"1379",9.9,15.77,4.07,NA
"1380",10.7,16.06,4.05,NA
"1381",11.7,16.28,4.51,NA
"1382",13.43,16.37,4.77,NA
"1383",12.5,16.37,4.62,NA
"1384",13.94,16.22,4.51,NA
"1385",15.36,15.61,4.82,NA
"1386",18.71,15.81,5.12,NA
"1387",21.26,16.13,4.77,NA
"1388",25.87,16.1,5.01,NA
"1389",24.97,16.19,5.09,NA
"1390",27.08,16.46,5.66,NA
"1391",25.28,16.87,5.57,NA
"1392",22.62,16.43,5.3,NA
"1393",23.56,16.65,5.28,NA
"1394",23.39,16.3,5.12,NA
"1395",23.85,16.06,5.17,NA
"1396",27.63,16.13,5.26,NA
"1397",29.34,15.94,5.16,NA
"1398",28.85,15.62,5.31,NA
"1399",26.53,15.59,5.14,NA
"1400",25.2,15.42,4.9,NA
"1401",26.13,15.61,4.73,NA
"1402",25.83,16.06,4.71,NA
"1403",25.03,16.12,4.58,NA
"1404",23.33,16.11,4.9,NA
"1405",21.13,15.62,4.78,NA
"1406",20.54,15.44,5.03,NA
"1407",22.31,15.48,5.21,NA
"1408",23.52,15.33,5.04,NA
"1409",24.15,15.03,5.07,NA
"1410",23.33,15.36,5.23,NA
"1411",22.31,15.17,5.12,NA
"1412",22.56,14.96,5.26,NA
"1413",23.07,14.56,5,NA
"1414",22.52,14.54,4.71,NA
"1415",22.17,14.61,5,NA
"1416",21.73,14.62,4.89,NA
"1417",19.67,14.49,4.8,NA
"1418",20.57,14.6,4.98,NA
"1419",21.15,15.1,4.92,NA
"1420",23.49,15.4,4.9,NA
"1421",26.19,14.93,4.96,NA
"1422",26.24,14.81,4.98,NA
"1423",24.93,14.93,4.8,NA
"1424",22.49,15.07,4.55,NA
"1425",24.13,15.77,4.63,NA
"1426",23.89,15.44,4.59,NA
"1427",24.05,15.07,4.45,NA
"1428",25.93,15.02,4.46,NA
"1429",26.43,14.6,4.36,NA
"1430",25.5,14.68,4.42,NA
"1431",24.2,14.68,4.5,NA
"1432",24.55,14.82,4.48,NA
"1433",23.55,14.56,4.65,NA
"1434",22.6,14.42,4.61,NA
"1435",21.56,14.34,4.49,NA
"1436",21.18,14.07,4.56,NA
"1437",20.75,14,4.65,NA
"1438",21.46,14.39,4.79,NA
"1439",21,14.6,4.7,NA
"1440",21.56,14.86,4.81,NA
"1441",21.63,14.95,4.81,NA
"1442",20.41,14.85,4.68,NA
"1443",18.48,15.29,4.51,NA
"1444",19.11,14.82,4.53,NA
"1445",18.57,15.18,4.42,NA
"1446",17.71,15.2,4.49,NA
"1447",17.41,15.29,4.73,NA
"1448",18.03,15.22,4.86,NA
"1449",18.17,15.09,4.83,NA
"1450",18.17,14.82,5.01,NA
"1451",17.52,14.95,5.27,NA
"1452",18.43,14.95,5.57,NA
"1453",18.9,15.07,5.59,NA
"1454",18.81,14.99,5.66,NA
"1455",18.73,14.75,5.47,NA
"1456",18.86,14.54,5.54,NA
"1457",18.29,14.09,5.64,NA
"1458",17.58,13.92,5.92,NA
"1459",17.02,14.16,5.92,NA
"1460",16.31,14.06,6.06,NA
"1461",16.4,13.84,5.91,NA
"1462",17.65,13.8,5.86,NA
"1463",20.86,14.31,6.13,NA
"1464",21.44,14.42,6.2,NA
"1465",22.43,14.72,5.84,NA
"1466",22.71,14.95,5.81,NA
"1467",23.03,15.16,5.66,NA
"1468",20.52,14.7,5.66,NA
"1469",20.5,14.6,5.96,NA
"1470",18.49,14.72,5.78,NA
"1471",19.17,14.37,5.74,NA
"1472",18.22,14.24,5.66,NA
"1473",17.58,14.33,5.62,NA
"1474",17.26,14.39,5.68,NA
"1475",16.84,14.15,5.66,NA
"1476",18.21,14.05,5.91,NA
"1477",18.38,14.08,5.97,NA
"1478",18.73,14.02,6.27,NA
"1479",18.31,13.9,6.29,NA
"1480",18.85,13.77,6.22,NA
"1481",18.18,13.58,6.06,NA
"1482",17.78,13.25,5.79,NA
"1483",18.39,13.01,5.79,NA
"1484",17.67,13.35,5.91,NA
"1485",16.89,13.27,5.93,NA
"1486",16.67,13.32,6.06,NA
"1487",15.76,13.29,6.14,NA
"1488",15.83,13.11,6.05,NA
"1489",15.75,13.04,6.05,NA
"1490",15.37,13.03,6.25,NA
"1491",13.99,12.74,6.15,NA
"1492",14.05,12.51,6.56,NA
"1493",14.63,12.62,6.75,NA
"1494",14.04,12.51,6.81,NA
"1495",15.61,13,7.3,NA
"1496",15.97,13.1,7.57,NA
"1497",15.96,13.61,7.9,NA
"1498",15.29,13.59,7.83,NA
"1499",15.16,13.28,8.19,NA
"1500",15.08,13.27,8.28,NA
"1501",13.97,13,8.34,NA
"1502",14.08,12.72,8.32,NA
"1503",13.59,12.44,8.65,NA
"1504",13.84,12.62,8.9,NA
"1505",13.58,12.87,8.95,NA
"1506",13.7,13.31,8.66,NA
"1507",13.91,13.57,8.59,NA
"1508",14.01,13.55,8.76,NA
"1509",14.37,13.64,8.54,NA
"1510",14.44,13.64,8.68,NA
"1511",13.82,13.64,8.51,NA
"1512",13.88,13.41,8.14,NA
"1513",13.48,13.08,8.11,NA
"1514",14.17,13.13,8.39,NA
"1515",13.04,13.34,8.36,NA
"1516",12.05,13.43,8.32,NA
"1517",12.21,13.71,8.39,NA
"1518",10.62,13.6,8.39,NA
"1519",10.77,13.53,8.25,NA
"1520",11.79,13.25,8.22,NA
"1521",12.17,13.37,8.34,NA
"1522",13.06,13.62,8.6,NA
"1523",12.62,13.47,8.38,NA
"1524",12.24,12.99,8.38,NA
"1525",11.99,12.86,8.46,NA
"1526",12.26,12.93,8.69,NA
"1527",11.94,12.99,8.77,NA
"1528",11.94,13.09,8.52,NA
"1529",12.69,13.33,8.48,NA
"1530",12.71,13.3,8.56,NA
"1531",12.95,13.32,8.73,NA
"1532",13.45,12.84,9.07,NA
"1533",12.98,12.4,9.03,NA
"1534",13.12,12.65,9.24,NA
"1535",13.9,12.58,9.26,NA
"1536",14.54,12.48,9.6,NA
"1537",14.34,12.63,9.87,NA
"1538",14.28,12.58,10.19,NA
"1539",15.57,12.87,10.15,NA
"1540",16.94,12.96,10.19,NA
"1541",15.97,12.78,10.19,NA
"1542",16.49,13.03,10.62,NA
"1543",15.14,13,11.13,NA
"1544",14.99,12.6,10.66,NA
"1545",14.39,12.58,10.78,NA
"1546",14.65,12.73,10.66,NA
"1547",14.16,12.5,10.53,NA
"1548",14.52,12.3,10.39,NA
"1549",14.71,12.09,10.32,NA
"1550",15.7,12.1,10.53,NA
"1551",15.24,12.2,10.48,NA
"1552",15.45,12.12,10.48,NA
"1553",16.35,12.18,10.64,NA
"1554",15.82,12.57,10.22,NA
"1555",16.55,12.57,10.29,NA
"1556",17.25,12.6,10.42,NA
"1557",17.57,12.51,10.45,NA
"1558",16.96,11.97,10.28,NA
"1559",15.87,11.82,10.33,NA
"1560",15.47,11.71,10.4,NA
"1561",15.61,11.6,10.29,NA
"1562",13.65,11.25,10.14,NA
"1563",14.51,11.38,10.34,NA
"1564",14.45,11.15,10.24,NA
"1565",17.62,11.27,10.38,NA
"1566",18.11,11.66,10.48,NA
"1567",17.18,11.77,10.14,NA
"1568",15.76,10.93,10.02,NA
"1569",15.56,10.71,10.28,NA
"1570",14.38,10.4,10.01,NA
"1571",14.17,10.16,9.83,NA
"1572",15.02,10.09,9.83,NA
"1573",15.77,10.78,9.82,NA
"1574",18.17,11.35,10.13,NA
"1575",18.56,11.2,10.09,NA
"1576",18.01,11.62,10.1,NA
"1577",17.33,11.48,9.8,NA
"1578",17.01,11.69,9.9,NA
"1579",17.08,11.74,9.89,NA
"1580",16.84,11.99,9.71,NA
"1581",16.92,13.11,9.81,NA
"1582",17.93,12.28,10,NA
"1583",19.07,11.96,10,NA
"1584",19.61,11.64,10.06,NA
"1585",20.18,11.53,10,NA
"1586",20.12,11.82,9.94,NA
"1587",20.72,12.08,10.12,NA
"1588",20.81,12.29,10.03,NA
"1589",22.13,13.03,10.43,NA
"1590",23.56,14.39,10.92,NA
"1591",23.83,14.63,10.79,NA
"1592",24.89,14.64,11.14,NA
"1593",26.91,14.97,11.18,NA
"1594",26.38,14.41,11.14,NA
"1595",24.69,13.6,10.83,NA
"1596",23.39,13.2,10.42,NA
"1597",22.31,13.07,10.34,NA
"1598",21.96,13.27,10.43,NA
"1599",22.9,13.22,10.43,NA
"1600",20.4,12.37,10.19,NA
"1601",20.43,12.61,10.06,NA
"1602",19.73,12.83,10.41,NA
"1603",21,12.73,10.28,NA
"1604",21.56,12.58,10.23,NA
"1605",19.78,11.74,10.2,NA
"1606",17.64,11.31,9.93,NA
"1607",18.66,11.6,9.97,NA
"1608",18.15,11.53,10.08,NA
"1609",17.52,11.14,9.88,NA
"1610",16.32,10.95,9.86,NA
"1611",17.25,10.97,9.99,NA
"1612",17.42,10.97,10.35,NA
"1613",17.65,11.29,10.48,NA
"1614",16.78,11.39,10.68,NA
"1615",16.17,11.9,10.46,NA
"1616",14.15,11.16,10.5,NA
"1617",14.08,11.01,10.6,NA
"1618",12.93,11.16,10.37,NA
"1619",14.37,11.84,10.77,NA
"1620",15.23,13.03,11.28,NA
