"","1 Ano","3 Anos","5 Anos","10 Anos"
"864",17.38,5.22,NA,NA
"865",17.13,5,NA,NA
"866",17.18,5.11,NA,NA
"867",16.73,5.04,NA,NA
"868",16.73,5.31,NA,NA
"869",16.67,5.32,NA,NA
"870",17.28,5.31,NA,NA
"871",17.39,5.29,NA,NA
"872",17.03,5.17,NA,NA
"873",16.7,5.19,NA,NA
"874",16.47,5.2,NA,NA
"875",16.01,5.08,NA,NA
"876",15.8,5.23,NA,NA
"877",15.41,5.19,NA,NA
"878",15.59,5.15,NA,NA
"879",15.88,5.14,NA,NA
"880",15.82,5.1,NA,NA
"881",16.65,5.16,NA,NA
"882",16.89,5.3,NA,NA
"883",16.88,5.3,NA,NA
"884",16.69,5.38,NA,NA
"885",16.91,5.58,NA,NA
"886",16.86,5.49,NA,NA
"887",16.75,5.53,NA,NA
"888",16.07,5.55,NA,NA
"889",15.96,5.59,NA,NA
"890",16.17,5.74,NA,NA
"891",15.86,5.59,NA,NA
"892",14.96,5.22,NA,NA
"893",15.2,5.51,NA,NA
"894",15.68,5.6,NA,NA
"895",15.85,5.61,NA,NA
"896",15.2,5.44,NA,NA
"897",15.21,5.41,NA,NA
"898",15.61,5.36,NA,NA
"899",15.83,5.44,NA,NA
"900",15.25,5.45,NA,NA
"901",15.01,5.4,NA,NA
"902",15.09,5.26,NA,NA
"903",14.99,5.16,NA,NA
"904",15.6,5.16,NA,NA
"905",15.59,5.18,NA,NA
"906",15.29,5.21,NA,NA
"907",14.99,5.19,NA,NA
"908",14.79,5.24,NA,NA
"909",15.19,5.33,NA,NA
"910",15.21,5.37,NA,NA
"911",15.43,5.56,NA,NA
"912",15,5.52,NA,NA
"913",15.03,5.43,NA,NA
"914",15.13,5.44,NA,NA
"915",14.72,5.44,NA,NA
"916",14.43,5.41,NA,NA
"917",14.79,5.33,NA,NA
"918",15.26,5.41,NA,NA
"919",15.7,5.45,NA,NA
"920",15.76,5.43,NA,NA
"921",15.33,5.27,NA,NA
"922",15.92,5.35,NA,NA
"923",16.08,5.4,NA,NA
"924",16.15,5.43,NA,NA
"925",16.27,5.56,NA,NA
"926",16.48,5.64,NA,NA
"927",16.52,5.69,NA,NA
"928",17.07,5.94,NA,NA
"929",17.37,6.16,NA,NA
"930",17.51,6.24,NA,NA
"931",16.77,6.14,NA,NA
"932",16.87,6.26,NA,NA
"933",16.67,6.22,NA,NA
"934",15.88,6.02,NA,NA
"935",15.62,6.07,NA,NA
"936",14.46,6.06,NA,NA
"937",14.31,6.13,NA,NA
"938",15.14,6.4,NA,NA
"939",15.34,6.4,NA,NA
"940",15.93,6.45,NA,NA
"941",15.69,6.46,NA,NA
"942",15.94,6.61,NA,NA
"943",15.96,6.44,NA,NA
"944",16.5,6.43,NA,NA
"945",16.58,6.27,NA,NA
"946",16.81,6.29,NA,NA
"947",16.46,6.42,NA,NA
"948",16.37,6.32,NA,NA
"949",16.34,6.31,NA,NA
"950",16.52,6.56,NA,NA
"951",16.02,6.52,NA,NA
"952",15.9,6.46,NA,NA
"953",16.3,6.57,NA,NA
"954",16.2,6.69,NA,NA
"955",15.53,6.62,NA,NA
"956",15.18,6.73,NA,NA
"957",14.96,6.63,NA,NA
"958",15.06,6.67,NA,NA
"959",15.35,6.76,NA,NA
"960",15.49,6.77,NA,NA
"961",15.61,6.85,NA,NA
"962",15.67,6.94,NA,NA
"963",15.74,6.96,NA,NA
"964",15.71,7.01,NA,NA
"965",15.71,6.96,NA,NA
"966",15.71,6.86,NA,NA
"967",15.44,6.85,NA,NA
"968",15.15,6.8,NA,NA
"969",15.08,6.71,NA,NA
"970",15.27,6.96,NA,NA
"971",15.2,7.13,NA,NA
"972",15.17,7.3,NA,NA
"973",15.14,7.41,NA,NA
"974",14.94,7.54,NA,NA
"975",14.51,7.57,NA,NA
"976",14.91,7.57,NA,NA
"977",14.71,7.78,NA,NA
"978",13.91,7.57,NA,NA
"979",13.55,7.68,NA,NA
"980",13.39,7.72,NA,NA
"981",13.36,7.92,NA,NA
"982",13.14,7.96,NA,NA
"983",12.65,7.8,NA,NA
"984",12.28,7.65,NA,NA
"985",12.46,7.49,NA,NA
"986",12.78,7.54,NA,NA
"987",12.83,7.51,NA,NA
"988",13.1,7.66,NA,NA
"989",13.05,7.45,NA,NA
"990",12.76,7.2,NA,NA
"991",12.38,7.11,NA,NA
"992",12.34,7.31,NA,NA
"993",12.45,7.38,NA,NA
"994",13.2,7.53,NA,NA
"995",13.44,7.59,NA,NA
"996",14.1,7.77,NA,NA
"997",13.81,7.64,NA,NA
"998",13.69,7.59,NA,NA
"999",13.34,7.67,NA,NA
"1000",13.57,7.81,NA,NA
"1001",13.99,7.85,NA,NA
"1002",13.85,7.9,NA,NA
"1003",13.55,8.08,NA,NA
"1004",13.75,8.11,NA,NA
"1005",13.37,8.13,NA,NA
"1006",13.24,8.02,NA,NA
"1007",12.6,7.71,NA,NA
"1008",11.92,7.53,NA,NA
"1009",11.64,7.43,NA,NA
"1010",12.25,7.63,NA,NA
"1011",11.75,7.83,NA,NA
"1012",11.39,7.88,NA,NA
"1013",11.35,7.88,NA,NA
"1014",10.95,8.08,NA,NA
"1015",10.64,8.09,NA,NA
"1016",10.28,8.15,NA,NA
"1017",10.37,8.21,NA,NA
"1018",10.46,8.15,NA,NA
"1019",10.17,8.16,NA,NA
"1020",9.96,8.25,NA,NA
"1021",8.95,8.26,NA,NA
"1022",8.12,7.8,NA,NA
"1023",7.78,7.7,NA,NA
"1024",7.55,7.69,NA,NA
"1025",7.47,7.63,NA,NA
"1026",7.76,7.7,NA,NA
"1027",7.38,7.72,NA,NA
"1028",7.49,7.85,NA,NA
"1029",7.77,7.94,NA,NA
"1030",8.16,8.01,NA,NA
"1031",7.96,7.94,NA,NA
"1032",7.93,7.82,NA,NA
"1033",8.52,7.94,NA,NA
"1034",8.03,7.89,NA,NA
"1035",8.16,7.88,NA,NA
"1036",8.18,7.86,NA,NA
"1037",7.86,7.89,NA,NA
"1038",7.44,7.86,NA,NA
"1039",7.53,7.83,NA,NA
"1040",7.27,7.79,NA,NA
"1041",7.37,7.8,NA,NA
"1042",6.92,7.73,NA,NA
"1043",6.81,7.81,NA,NA
"1044",6.58,7.91,NA,NA
"1045",7.02,7.91,NA,NA
"1046",7.21,7.94,NA,NA
"1047",6.78,8.11,NA,NA
"1048",6.6,8.04,NA,NA
"1049",6.58,8.07,NA,NA
"1050",6.49,8.06,NA,NA
"1051",6.09,7.94,NA,NA
"1052",6.74,7.96,NA,NA
"1053",7.16,7.86,NA,NA
"1054",6.69,7.8,NA,NA
"1055",7.1,7.73,NA,NA
"1056",7.05,7.77,NA,NA
"1057",6.78,7.6,NA,NA
"1058",6.48,7.37,NA,NA
"1059",7.09,7.45,NA,NA
"1060",8.94,7.56,NA,NA
"1061",8.19,7.72,NA,NA
"1062",8.03,7.83,NA,NA
"1063",7.45,7.94,NA,NA
"1064",7.2,7.87,NA,NA
"1065",7.29,7.85,NA,NA
"1066",7.03,7.62,NA,NA
"1067",6.95,7.72,NA,NA
"1068",7.63,7.93,NA,NA
"1069",8.82,8.06,NA,NA
"1070",9.61,8.24,NA,NA
"1071",9.12,8.16,NA,NA
"1072",9.28,8.15,NA,NA
"1073",9.07,8.16,NA,NA
"1074",8.85,8.28,NA,NA
"1075",8.76,8.2,NA,NA
"1076",8.68,8.25,NA,NA
"1077",9.01,8.1,NA,NA
"1078",8.49,8.03,NA,NA
"1079",7.67,7.95,NA,NA
"1080",7.13,8.03,NA,NA
"1081",7.32,8.11,NA,NA
"1082",7.34,8.14,NA,NA
"1083",7.11,8.19,NA,NA
"1084",7.22,8.33,NA,NA
"1085",6.96,8.38,NA,NA
"1086",7.02,8.35,NA,NA
"1087",6.76,8.22,NA,NA
"1088",6.87,8.33,NA,NA
"1089",6.81,8.44,NA,NA
"1090",6.54,8.49,NA,NA
"1091",6.45,8.49,NA,NA
"1092",6.59,8.71,NA,NA
"1093",6.64,8.61,NA,NA
"1094",7.43,8.85,NA,NA
"1095",7.66,9.05,NA,NA
"1096",7.02,8.95,NA,NA
"1097",7.43,9.07,NA,NA
"1098",7.91,9.26,NA,NA
"1099",9,9.25,NA,NA
"1100",9.64,9.34,NA,NA
"1101",9.67,9.2,NA,NA
"1102",9.85,9.26,NA,NA
"1103",9.89,9.45,NA,NA
"1104",9.7,9.58,NA,NA
"1105",9.83,10,NA,NA
"1106",9.83,10.05,NA,NA
"1107",9.45,10.05,NA,NA
"1108",9.2,9.83,NA,NA
"1109",9.45,9.87,NA,NA
"1110",10.16,10.02,NA,NA
"1111",10.25,9.99,NA,NA
"1112",9.9,9.95,NA,NA
"1113",9.4,9.88,NA,NA
"1114",8.72,9.67,NA,NA
"1115",8.81,9.87,NA,NA
"1116",8.87,9.91,NA,NA
"1117",8.78,9.68,NA,NA
"1118",8.88,9.49,NA,NA
"1119",9.05,9.53,NA,NA
"1120",8.59,9.56,NA,NA
"1121",8.42,9.69,NA,NA
"1122",8.21,9.32,NA,NA
"1123",7.47,9.1,NA,NA
"1124",6.7,8.84,NA,NA
"1125",6.04,8.2,NA,NA
"1126",4.19,7.65,NA,NA
"1127",4.23,7.6,NA,NA
"1128",4.28,7.65,NA,NA
"1129",4.72,7.68,NA,NA
"1130",5.13,7.77,NA,NA
"1131",4.83,7.71,NA,NA
"1132",4.73,7.94,NA,NA
"1133",4.72,7.98,NA,NA
"1134",4.37,8,NA,NA
"1135",3.47,7.64,NA,NA
"1136",3.24,7.58,NA,NA
"1137",3.69,7.6,NA,NA
"1138",3.57,7.55,NA,NA
"1139",3.52,7.45,NA,NA
"1140",3.65,7.5,NA,NA
"1141",3.4,7.49,NA,NA
"1142",4.25,7.68,NA,NA
"1143",4.36,7.87,NA,NA
"1144",4.64,8.06,NA,NA
"1145",4.39,7.99,NA,NA
"1146",3.96,7.65,NA,NA
"1147",3.39,7.7,NA,NA
"1148",3.87,7.79,NA,NA
"1149",4.05,7.94,NA,NA
"1150",4.21,8.18,NA,NA
"1151",3.69,8.36,NA,NA
"1152",3.53,8.87,NA,NA
"1153",3.74,9.39,NA,NA
"1154",4.01,9.67,NA,NA
"1155",4.4,9.51,NA,NA
"1156",4.14,9.95,NA,NA
"1157",3.96,10.06,NA,NA
"1158",3.97,9.86,NA,NA
"1159",3.13,9.66,NA,NA
"1160",2.82,9.76,NA,NA
"1161",2.75,9.87,NA,NA
"1162",3,9.89,NA,NA
"1163",2.68,9.82,NA,NA
"1164",2.72,9.95,NA,NA
"1165",3.08,9.99,NA,NA
"1166",2.66,10.1,NA,NA
"1167",2.11,10.38,NA,NA
"1168",2.17,11.18,NA,NA
"1169",2.55,11.92,NA,NA
"1170",2.28,12.71,NA,NA
"1171",2.33,12.29,NA,NA
"1172",2.38,12.31,NA,NA
"1173",2.29,12.77,NA,NA
"1174",2.79,13.12,NA,NA
"1175",2.73,12.88,NA,NA
"1176",2.86,12.61,NA,NA
"1177",3.24,12.66,NA,NA
"1178",3.31,12.86,NA,NA
"1179",3.24,13.09,NA,NA
"1180",3.08,13.55,NA,NA
"1181",3.44,13.92,NA,NA
"1182",3.39,14.01,NA,NA
"1183",4.09,13.66,NA,NA
"1184",4.22,13.57,NA,NA
"1185",4.25,13.36,NA,NA
"1186",4.14,13.16,NA,NA
"1187",4.61,13.11,NA,NA
"1188",4.3,13.1,NA,NA
"1189",4.51,13.26,NA,NA
"1190",4.22,13.21,NA,NA
"1191",3.79,13.03,NA,NA
"1192",3.75,13.24,NA,NA
"1193",3.96,13.38,NA,NA
"1194",3.52,13.43,NA,NA
"1195",3.64,13.67,NA,NA
"1196",4.43,13.92,NA,NA
"1197",4.73,14.05,NA,NA
"1198",4.97,14.49,NA,NA
"1199",4.37,14.94,NA,NA
"1200",3.57,14.91,NA,NA
"1201",3.11,14.4,NA,NA
"1202",2.47,14.22,NA,NA
"1203",2.13,13.89,NA,NA
"1204",1.78,13.73,NA,NA
"1205",1.26,13.3,NA,NA
"1206",1.8,14.06,NA,NA
"1207",2.01,14.07,NA,NA
"1208",2.75,14.22,NA,NA
"1209",2.6,14.22,NA,NA
"1210",2.93,14.55,NA,NA
"1211",3.1,14.59,NA,NA
"1212",2.76,14.7,NA,NA
"1213",3.33,14.68,NA,NA
"1214",3.51,14.85,NA,NA
"1215",3.1,14.85,NA,NA
"1216",3.34,15.08,NA,NA
"1217",3.81,14.9,NA,NA
"1218",3.92,14.91,NA,NA
"1219",4.03,14.8,NA,NA
"1220",3.9,14.57,NA,NA
"1221",3.28,14.51,NA,NA
"1222",3.29,14.56,NA,NA
"1223",3.29,14.58,NA,NA
"1224",3.15,14.63,NA,NA
"1225",3.4,14.72,NA,NA
"1226",3.41,14.79,NA,NA
"1227",3.43,14.33,NA,NA
"1228",3.76,14.1,NA,NA
"1229",4.13,14.22,NA,NA
"1230",4.37,14.03,NA,NA
"1231",4.53,13.68,NA,NA
"1232",4.55,13.48,NA,NA
"1233",4.21,13.73,NA,NA
"1234",4.2,13.79,NA,NA
"1235",4.38,13.77,NA,NA
"1236",4.4,13.88,NA,NA
"1237",4.53,13.85,NA,NA
"1238",4.53,14.35,NA,NA
"1239",4.97,14.54,NA,NA
"1240",5.24,14.36,NA,NA
"1241",5.76,14.5,NA,NA
"1242",5.79,14.74,NA,NA
"1243",5.89,14.82,NA,NA
"1244",5.87,14.99,NA,NA
"1245",6.18,14.93,NA,NA
"1246",6.54,14.96,NA,NA
"1247",6.56,14.71,NA,NA
"1248",6.55,14.36,NA,NA
"1249",6.82,14.53,NA,NA
"1250",6.73,14.62,NA,NA
"1251",7.05,14.85,NA,NA
"1252",7.28,14.99,NA,NA
"1253",7.81,14.88,NA,NA
"1254",7.73,14.88,NA,NA
"1255",7.74,14.68,NA,NA
"1256",7.71,14.94,NA,NA
"1257",7.73,15.23,NA,NA
"1258",6.97,14.94,NA,NA
"1259",7.26,14.82,NA,NA
"1260",7.11,14.85,NA,NA
"1261",7.4,14.98,NA,NA
"1262",7.18,15.03,NA,NA
"1263",7.08,15.21,NA,NA
"1264",7.46,15.55,NA,NA
"1265",7.24,15.78,NA,NA
"1266",6.83,15.98,NA,NA
"1267",6.92,16.18,NA,NA
"1268",6.91,16.17,NA,NA
"1269",7.47,16.34,NA,NA
"1270",8.21,16.34,NA,NA
"1271",8.23,16.55,NA,NA
"1272",7.89,16.9,NA,NA
"1273",7.59,16.99,NA,NA
"1274",7.73,17.26,NA,NA
"1275",8.2,17.4,NA,NA
"1276",8.51,17.73,NA,NA
"1277",8.4,17.43,NA,NA
"1278",8.43,17.38,NA,NA
"1279",8.2,17.18,NA,NA
"1280",8.38,17.14,NA,NA
"1281",9.2,17.31,NA,NA
"1282",9.48,17.25,NA,NA
"1283",10.54,17.17,NA,NA
"1284",10.95,17.38,NA,NA
"1285",10.92,17.33,NA,NA
"1286",10.57,16.92,NA,NA
"1287",10.57,16.86,NA,NA
"1288",9.83,16.62,NA,NA
"1289",10.28,16.52,NA,NA
"1290",10.03,16.47,NA,NA
"1291",9.71,16.54,NA,NA
"1292",9.6,16.48,NA,NA
"1293",9.91,16.29,NA,NA
"1294",9.66,16.05,NA,NA
"1295",9.29,16.08,NA,NA
"1296",9.54,16.13,NA,NA
"1297",9.69,16.25,NA,NA
"1298",9.39,15.99,NA,NA
"1299",9.29,15.62,NA,NA
"1300",9.63,15.63,NA,NA
"1301",9.51,15.68,NA,NA
"1302",9.82,15.56,NA,NA
"1303",9.25,15.14,NA,NA
"1304",9.46,14.97,NA,NA
"1305",9.57,14.88,NA,NA
"1306",9.58,15.04,5.49,NA
"1307",9.26,15.05,5.53,NA
"1308",9.4,15.09,5.55,NA
"1309",9.49,15.15,5.55,NA
"1310",9.23,15,5.56,NA
"1311",8.88,14.8,5.52,NA
"1312",8.51,14.67,5.48,NA
"1313",8.51,14.52,5.41,NA
"1314",8.62,14.46,5.46,NA
"1315",8.75,14.53,5.45,NA
"1316",8.98,14.5,5.5,NA
"1317",8.85,14.25,5.52,NA
"1318",8.96,14.12,5.54,NA
"1319",9.5,14.28,5.64,NA
"1320",9.73,13.97,5.59,NA
"1321",8.9,13.92,5.55,NA
"1322",8.55,13.98,5.59,NA
"1323",8.01,14.01,5.53,NA
"1324",7.74,13.9,5.52,NA
"1325",7.73,13.9,5.5,NA
"1326",7.84,13.65,5.47,NA
"1327",7.53,13.47,5.41,NA
"1328",7.75,13.4,5.41,NA
"1329",7.58,13.44,5.39,NA
"1330",7.37,13.6,5.37,NA
"1331",6.56,13.35,5.24,NA
"1332",6.32,13.19,5.22,NA
"1333",7.01,13.37,5.27,NA
"1334",7.13,13.39,5.23,NA
"1335",7.22,13.28,5.26,NA
"1336",7.05,13.16,5.3,NA
"1337",7.04,13.01,5.36,NA
"1338",7.52,13.08,5.52,NA
"1339",7.22,13.12,5.6,NA
"1340",7.57,13.16,5.63,NA
"1341",7.29,12.98,5.45,NA
"1342",7.7,12.81,5.48,NA
"1343",8.01,12.8,5.49,NA
"1344",8.54,12.89,5.49,NA
"1345",8.63,12.76,5.42,NA
"1346",8.71,12.85,5.5,NA
"1347",8.48,12.88,5.49,NA
"1348",8.56,12.87,5.49,NA
"1349",8.34,12.93,5.45,NA
"1350",8.13,12.81,5.51,NA
"1351",8.46,13.04,5.58,NA
"1352",9.11,13.21,5.67,NA
"1353",9.29,13.2,5.7,NA
"1354",8.98,12.98,5.66,NA
"1355",9.07,12.93,5.66,NA
"1356",8.85,12.83,5.64,NA
"1357",8.53,12.85,5.6,NA
"1358",8.91,12.7,5.58,NA
"1359",9.36,12.94,5.68,NA
"1360",9.36,12.95,5.69,NA
"1361",9.48,13.02,5.71,NA
"1362",9.92,13.29,5.9,NA
"1363",10.23,13.38,6,NA
"1364",10,13.5,5.97,NA
"1365",10.02,13.58,6.05,NA
"1366",10.04,13.51,6.07,NA
"1367",9.38,13.36,6.01,NA
"1368",9.31,13.31,6.09,NA
"1369",9.39,13.15,6.1,NA
"1370",9.71,13.2,6.08,NA
"1371",10.24,13.22,6.17,NA
"1372",10.18,13.09,6.17,NA
"1373",10.39,12.99,6.27,NA
"1374",10.82,13.01,6.37,NA
"1375",11.18,13,6.55,NA
"1376",11.47,12.93,6.6,NA
"1377",10.45,12.67,6.51,NA
"1378",10.09,12.45,6.41,NA
"1379",10.08,12.15,6.45,NA
"1380",10.3,12.09,6.47,NA
"1381",10.51,12.13,6.59,NA
"1382",10.93,12.26,6.71,NA
"1383",10.71,12.29,6.68,NA
"1384",10.88,12.12,6.67,NA
"1385",11.45,11.95,6.78,NA
"1386",12.43,11.93,6.89,NA
"1387",13.68,12.04,6.79,NA
"1388",15.18,11.97,6.87,NA
"1389",15.34,11.98,6.91,NA
"1390",15.73,12.02,7.11,NA
"1391",15.52,12.14,7.09,NA
"1392",14.56,12,6.97,NA
"1393",14.85,12.03,6.94,NA
"1394",14.57,11.84,6.9,NA
"1395",14.5,11.79,6.92,NA
"1396",15.5,11.79,6.96,NA
"1397",16.33,11.71,6.92,NA
"1398",16.23,11.54,6.96,NA
"1399",15.77,11.53,6.93,NA
"1400",15.72,11.49,6.86,NA
"1401",15.98,11.52,6.82,NA
"1402",15.83,11.68,6.82,NA
"1403",15.84,11.71,6.79,NA
"1404",15.03,11.72,6.86,NA
"1405",14.36,11.58,6.83,NA
"1406",13.96,11.52,6.86,NA
"1407",14.26,11.54,6.91,NA
"1408",14.74,11.54,6.89,NA
"1409",14.94,11.33,6.91,NA
"1410",14.92,11.39,7.02,NA
"1411",14.56,11.38,6.98,NA
"1412",14.3,11.28,7.04,NA
"1413",14.59,11.11,6.94,NA
"1414",14.62,11.07,6.8,NA
"1415",14.71,11.16,6.96,NA
"1416",14.79,11.17,6.91,NA
"1417",13.93,11.1,6.88,NA
"1418",14,11.12,6.93,NA
"1419",14.4,11.29,6.93,NA
"1420",15.29,11.41,6.94,NA
"1421",16.08,11.21,6.95,NA
"1422",16.45,11.17,6.98,NA
"1423",16.2,11.19,6.91,NA
"1424",15.78,11.22,6.84,NA
"1425",16.29,11.45,6.86,NA
"1426",16.28,11.33,6.83,NA
"1427",16.16,11.19,6.79,NA
"1428",16.7,11.11,6.81,NA
"1429",17.02,10.99,6.78,NA
"1430",17.01,11.1,6.82,NA
"1431",16.54,11.08,6.83,NA
"1432",16.56,11.05,6.82,NA
"1433",16.39,11.01,6.92,NA
"1434",16.07,10.96,6.89,NA
"1435",15.77,10.91,6.81,NA
"1436",15.41,10.82,6.81,NA
"1437",15.45,10.77,6.81,NA
"1438",15.41,10.94,6.86,NA
"1439",15.02,11,6.8,NA
"1440",15.06,11.06,6.79,NA
"1441",15.12,11.09,6.78,NA
"1442",14.95,11.04,6.76,NA
"1443",14.17,11.17,6.69,NA
"1444",14.1,11.07,6.71,NA
"1445",13.78,11.12,6.7,NA
"1446",13.57,11.09,6.7,NA
"1447",13.36,11.19,6.78,NA
"1448",13.52,11.19,6.84,NA
"1449",12.86,11.2,6.84,NA
"1450",13.19,11.15,6.92,NA
"1451",13.05,11.2,6.99,NA
"1452",13.28,11.18,7.08,NA
"1453",13.44,11.22,7.1,NA
"1454",13.4,11.17,7.16,NA
"1455",13.34,11.12,7.11,NA
"1456",13.59,11.04,7.11,NA
"1457",13.42,10.82,7.16,NA
"1458",13.19,10.71,7.23,NA
"1459",12.97,10.86,7.26,NA
"1460",12.73,10.79,7.25,NA
"1461",12.98,10.72,7.2,NA
"1462",13.68,10.72,7.19,NA
"1463",14.67,10.86,7.27,NA
"1464",14.96,10.88,7.34,NA
"1465",15.39,10.99,7.24,NA
"1466",15.58,11.03,7.19,NA
"1467",16.26,11.11,7.13,NA
"1468",15.43,10.96,7.12,NA
"1469",15.48,10.95,7.21,NA
"1470",14.78,11.05,7.17,NA
"1471",14.92,10.96,7.2,NA
"1472",14.42,10.9,7.25,NA
"1473",14.22,10.9,7.26,NA
"1474",13.99,10.95,7.25,NA
"1475",13.59,10.9,7.28,NA
"1476",13.94,10.91,7.41,NA
"1477",14.41,10.9,7.47,NA
"1478",14.14,10.88,7.56,NA
"1479",13.94,10.78,7.53,NA
"1480",13.86,10.66,7.46,NA
"1481",13.65,10.56,7.37,NA
"1482",13.34,10.49,7.32,NA
"1483",13.43,10.41,7.31,NA
"1484",13.41,10.52,7.35,NA
"1485",13.11,10.51,7.36,NA
"1486",13.08,10.54,7.42,NA
"1487",12.92,10.56,7.41,NA
"1488",12.95,10.49,7.34,NA
"1489",12.92,10.48,7.34,NA
"1490",12.45,10.47,7.34,NA
"1491",11.78,10.37,7.26,NA
"1492",11.84,10.24,7.39,NA
"1493",12.04,10.21,7.46,NA
"1494",11.83,10.13,7.5,NA
"1495",12.49,10.23,7.66,NA
"1496",12.51,10.2,7.76,NA
"1497",12.32,10.33,7.83,NA
"1498",12.07,10.28,7.78,NA
"1499",12.03,10.21,7.93,NA
"1500",12.12,10.21,7.96,NA
"1501",11.52,10.09,8,NA
"1502",11.55,9.99,7.98,NA
"1503",11.1,9.93,8.1,NA
"1504",11.24,9.97,8.15,NA
"1505",11.21,10.05,8.17,NA
"1506",11.11,10.17,8.15,NA
"1507",11.38,10.31,8.14,NA
"1508",11.51,10.29,8.17,NA
"1509",11.82,10.33,8.13,NA
"1510",11.83,10.34,8.19,NA
"1511",11.4,10.3,8.07,NA
"1512",10.88,10.14,7.87,NA
"1513",10.52,10,7.86,NA
"1514",10.54,10.03,7.94,NA
"1515",9.97,10.03,7.9,NA
"1516",9.73,10.05,7.91,NA
"1517",9.81,10.2,7.95,NA
"1518",9.44,10.2,7.98,NA
"1519",9.24,10.17,7.96,NA
"1520",9.83,10.13,7.97,NA
"1521",10.04,10.16,8.07,NA
"1522",10.53,10.26,8.14,NA
"1523",10.13,10.22,8.07,NA
"1524",9.99,10.06,8.11,NA
"1525",9.6,10.01,8.17,NA
"1526",9.77,10.07,8.23,NA
"1527",9.82,10.07,8.26,NA
"1528",9.95,10.02,8.21,NA
"1529",10.19,10.07,8.17,NA
"1530",10.25,10.02,8.16,NA
"1531",10.23,10.03,8.15,NA
"1532",10.4,9.87,8.22,NA
"1533",10.35,9.73,8.22,NA
"1534",10.17,9.83,8.31,NA
"1535",10.45,9.77,8.42,NA
"1536",10.78,9.78,8.58,NA
"1537",10.91,9.87,8.67,NA
"1538",10.62,9.82,8.77,NA
"1539",11.04,9.92,8.79,NA
"1540",11.37,9.95,8.77,NA
"1541",10.94,9.83,8.76,NA
"1542",11.08,9.86,8.93,NA
"1543",10.6,9.85,9.1,NA
"1544",10.47,9.71,8.95,NA
"1545",10.39,9.68,8.93,NA
"1546",10.76,9.7,8.92,NA
"1547",10.74,9.62,8.89,NA
"1548",11.13,9.57,8.87,NA
"1549",11.31,9.55,8.91,NA
"1550",11.57,9.57,8.94,NA
"1551",11.12,9.58,8.94,NA
"1552",11.03,9.53,8.9,NA
"1553",11.43,9.56,8.95,NA
"1554",11.43,9.7,8.88,NA
"1555",11.63,9.74,8.95,NA
"1556",11.75,9.74,8.98,NA
"1557",11.78,9.7,8.94,NA
"1558",11.64,9.53,8.88,NA
"1559",11.21,9.44,8.86,NA
"1560",11.18,9.4,8.85,NA
"1561",11.34,9.43,8.86,NA
"1562",10.68,9.33,8.77,NA
"1563",11.04,9.34,8.85,NA
"1564",10.79,9.21,8.83,NA
"1565",11.9,9.21,8.93,NA
"1566",12.26,9.33,9.02,NA
"1567",12.03,9.38,8.94,NA
"1568",11.33,9.08,8.85,NA
"1569",11.25,8.95,8.96,NA
"1570",10.88,8.82,8.84,NA
"1571",10.77,8.76,8.81,NA
"1572",11.13,8.74,8.86,NA
"1573",11.53,8.96,8.84,NA
"1574",12.4,9.25,8.91,NA
"1575",12.65,9.16,8.87,NA
"1576",12.43,9.28,8.86,NA
"1577",12.2,9.25,8.78,NA
"1578",12.1,9.3,8.83,NA
"1579",12.08,9.3,8.78,NA
"1580",12,9.38,8.72,NA
"1581",12.04,9.97,8.74,NA
"1582",12.22,9.62,8.74,NA
"1583",12.56,9.49,8.75,NA
"1584",12.67,9.33,8.82,NA
"1585",12.96,9.28,8.89,NA
"1586",13.06,9.31,8.85,NA
"1587",13.02,9.34,8.84,NA
"1588",13,9.37,8.78,NA
"1589",13.52,9.64,8.9,NA
"1590",14.09,10.16,9.1,NA
"1591",14.38,10.32,9.16,NA
"1592",14.73,10.32,9.25,NA
"1593",15.46,10.44,9.25,NA
"1594",15.35,10.29,9.28,NA
"1595",14.59,10.01,9.19,NA
"1596",14.05,9.77,9.08,NA
"1597",13.71,9.73,9.02,NA
"1598",13.58,9.79,9.06,NA
"1599",13.7,9.73,8.95,NA
"1600",12.53,9.36,8.82,NA
"1601",12.44,9.31,8.81,NA
"1602",11.99,9.36,8.92,NA
"1603",12.24,9.3,8.93,NA
"1604",12.41,9.26,8.99,NA
"1605",11.77,9,8.94,NA
"1606",10.94,8.72,8.86,NA
"1607",11.24,8.85,8.92,NA
"1608",10.79,8.78,8.91,NA
"1609",10.33,8.53,8.73,NA
"1610",10,8.39,8.68,NA
"1611",10.51,8.46,8.78,NA
"1612",10.7,8.5,8.91,NA
"1613",10.66,8.55,8.97,NA
"1614",10.15,8.53,9.02,NA
"1615",9.76,8.66,8.91,NA
"1616",8.33,8.17,8.73,NA
"1617",7.74,7.94,8.7,NA
"1618",6.95,7.81,8.56,NA
"1619",7.5,8.11,8.74,NA
"1620",8.23,8.64,8.97,NA
"1621",8.5,9.01,9.08,NA
"1622",8.62,9.04,9.12,NA
"1623",8.34,8.99,9.01,NA
"1624",7.98,8.96,9.05,NA
"1625",7.76,8.93,9.1,NA
"1626",7.39,8.73,9.11,NA
"1627",7.36,8.79,9.36,NA
"1628",7.33,8.73,9.35,NA
"1629",7.83,8.81,9.44,NA
"1630",8.2,9.14,9.46,NA
